sasija;Znamka vozila;Leto izdelave;Število lastnikov;Barva;Vrsta goriva;Oznaka motorja;Moč;Prostornina;EURO oznaka;Prva registracija;Prve registracija (SI);Status/starost
WAUZZZ4BZXN126518;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-07-01;None UVOŽEN;1 let
KLAJF356EYK396435;DAEWOO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-12-01;None UVOŽEN;32 let
KLAJF35ZEWK129809;DAEWOO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-03-01;None UVOŽEN;35 let
WAUZZZ4BZYN006814;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF3232J5215561088;PEUGEOT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-09-01;None UVOŽEN;1 let
VF1JDAED522665179;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-07-01;None UVOŽEN;1 let
WAUZZZ4AZMN087701;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-08-01;None UVOŽEN;40 let
WVWZZZ3BZYE284917;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-02-01;None UVOŽEN;46 let
VF1B4010503197685;IMV None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1990-02-01;None UVOŽEN;42 let
WVWZZZ1HZRW655046;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-08-01;None UVOŽEN;62 let
VF1B4010506337209;IMV None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1991-04-01;None UVOŽEN;33 let
VX1145A0000815603;ZASTAVA None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1989-03-01;None UVOŽEN;42 let
WVWZZZ1JZ1W410314;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-11-01;None UVOŽEN;23 let
WVWZZZ3BZYP456057;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-08-01;None UVOŽEN;1 let
ZAR93200000024623;ALFA ROMEO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-04-01;None UVOŽEN;1 let
VF1BB0S0F23546306;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-10-01;None UVOŽEN;45 let
VF3233J5215166477;PEUGEOT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-07-01;None UVOŽEN;1 let
WAUZZZ8BZNA005978;AUDI None;None;4;None;None;None;/ kW;/ ccm;ni podatka;1992-05-01;None UVOŽEN;24 let
WVWZZZ1GZLW126354;UNIS None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1989-11-01;None UVOŽEN;43 let
KMHJW31RPTU012637;HYUNDAI None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1996-03-01;None UVOŽEN;47 let
VF1CB0C0F17585642;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-04-01;None UVOŽEN;28 let
VF1DA0F0D14971758;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1996-09-01;None UVOŽEN;48 let
SALLPAMW8WA395829;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ31ZKE130630;VOLKSWAGEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1994-06-01;None UVOŽEN;48 let
VF1L53A0510774504;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1993-11-01;None UVOŽEN;20 let
WVWZZZ50ZLK012919;VOLKSWAGEN None;None;4;None;None;None;/ kW;/ ccm;ni podatka;1993-06-01;None UVOŽEN;23 let
KLATF08Y1TB013536;DAEWOO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-07-01;None UVOŽEN;
WVWZZZ1HZSW082725;VOLKSWAGEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1994-10-01;None UVOŽEN;23 let
KLAJF696EWK186972;DAEWOO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-09-01;None UVOŽEN;-1 let
VF3232J9215166236;PEUGEOT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-10-01;None UVOŽEN;1 let
WAUZZZ4DZVN012161;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-06-01;None UVOŽEN;33 let
WAUZZZ4BZWN015704;AUDI None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1997-06-01;None UVOŽEN;34 let
VF1C0660516360756;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1997-05-01;None UVOŽEN;38 let
VF1B57B0511764792;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1994-07-01;None UVOŽEN;60 let
WVWZZZ1JZ1W178175;VOLKSWAGEN GOLF / 1.9 TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-11-01;2000-11-03 UVOŽEN;Fizična oseba 38 let
WVWZZZ1HZRW140578;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1993-11-01;None UVOŽEN;1 let
VF1B53A0513604856;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-08-01;None UVOŽEN;54 let
VF1JA0F0515576489;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-02-01;None UVOŽEN;39 let
VF1L53A0513666946;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-08-01;None UVOŽEN;45 let
WVWZZZ1JZYW372814;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-11-01;None UVOŽEN;1 let
ZAR93600000006395;ALFA ROMEO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-12-01;None UVOŽEN;1 let
WAUZZZ8LZVA118274;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-08-01;None UVOŽEN;1 let
WAUZZZ8DZWA081664;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-12-01;None UVOŽEN;2 let
WVWZZZ3BZYE383678;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-05-01;None UVOŽEN;1 let
VF1DA0F0G18372964;RENAULT MEGANE / COUPE 1.6;None;2;None;None;None;/ kW;/ ccm;ni podatka;1998-08-01;1998-08-14 UVOŽEN;Pravna oseba
WAUZZZ8LZXA096025;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-06-01;None UVOŽEN;51 let
ZAR93200000024623;ALFA ROMEO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-04-01;None UVOŽEN;1 let
WVWZZZ1HZPW453739;VOLKSWAGEN None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1993-04-01;None UVOŽEN;45 let
WF0AXXGBBARU94999;FORD-D None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-02-01;None UVOŽEN;46 let
WDB1680311J360943;MERCEDES-BENZ None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-03-01;None UVOŽEN;1 let
VF1B57A0513404028;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-06-01;None UVOŽEN;24 let
VF1B57B0511738681;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1994-08-01;None UVOŽEN;43 let
VF1B57A0511570537;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1994-11-01;None UVOŽEN;29 let
WVWZZZ3BZXP396934;VOLKSWAGEN PASSAT / 1.9;None;2;None;None;None;/ kW;/ ccm;ni podatka;1999-03-01;1999-03-15 UVOŽEN;Fizična oseba 52 let
VF1KC0HAF21656649;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-01-01;None UVOŽEN;1 let
WVWZZZ6NZWW133845;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-04-01;None UVOŽEN;32 let
WVWZZZ1JZYW110719;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ1HZNW276346;VOLKSWAGEN None;None;4;None;None;None;/ kW;/ ccm;ni podatka;1994-04-01;None UVOŽEN;52 let
WVWZZZ1HZPW265315;VOLKSWAGEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1996-06-01;None UVOŽEN;20 let
WAUZZZ4BZWN084336;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-02-01;None UVOŽEN;1 let
VF7232J5215150676;CITROEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-10-01;None UVOŽEN;1 let
ZAR90700005908708;ALFA ROMEO None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1993-06-01;None UVOŽEN;29 let
WDB2030611A012565;MERCEDES-BENZ None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-06-01;None UVOŽEN;1 let
WVWZZZ3BZWE039148;VOLKSWAGEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1997-07-01;None UVOŽEN;1 let
KMXKPE1CP1U393042;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZFA14600007933442;FIAT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1993-05-01;None UVOŽEN;26 let
VF1557K0F17050542;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-12-01;None UVOŽEN;32 let
VF3233J4215539814;PEUGEOT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-08-01;None UVOŽEN;1 let
VF1B5720510519158;RENAULT None;None;4;None;None;None;/ kW;/ ccm;ni podatka;1993-07-01;None UVOŽEN;28 let
WV2ZZZ70ZNH148609;VOLKSWAGEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1992-11-01;None UVOŽEN;50 let
VF1BB0S0F20475114;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-05-01;None UVOŽEN;62 let
WVWZZZ7MZ1V023014;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
W0L000058TS121400;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF1557K0F16752337;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1997-07-01;None UVOŽEN;33 let
ZY3000000X1040017;TEHNOSTROJ ETK 400;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-06-01;1999-06-18 UVOŽEN;Fizična oseba 47 let
VF7N2A90017A90576;CITROEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-09-01;None UVOŽEN;44 let
VF7232B5215304384;CITROEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-05-01;None UVOŽEN;
VF1B56B0512001203;RENAULT None;None;9;None;None;None;/ kW;/ ccm;ni podatka;1994-09-01;None UVOŽEN;5 let
1C3EMN6C3TN177355;CHRYSLER-USA None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1996-02-01;None UVOŽEN;33 let
WVWZZZ17ZCW277464;UNIS None;None;4;None;None;None;/ kW;/ ccm;ni podatka;1982-02-01;None UVOŽEN;19 let
TMBAEG200P0761136;ŠKODA None;None;5;None;None;None;/ kW;/ ccm;ni podatka;1993-08-01;None UVOŽEN;32 let
WVWZZZ19ZHW562633;UNIS None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1987-03-01;None UVOŽEN;36 let
WVWZZZ3BZYP107355;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-09-01;None UVOŽEN;1 let
WVWZZZ3BZYE384091;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-04-01;None UVOŽEN;1 let
ZFA17600004077089;FIAT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-01-01;None UVOŽEN;58 let
JH2NC2707KM000384;HONDA None;None;5;None;None;None;/ kW;/ ccm;ni podatka;1991-04-01;None UVOŽEN;23 let
KNEDA2422VK108323;KIA None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1997-08-01;None UVOŽEN;34 let
WAUZZZ4BZYN082227;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-03-01;None UVOŽEN;1 let
WVWZZZ19ZGW685524;VOLKSWAGEN None;None;6;None;None;None;/ kW;/ ccm;ni podatka;1986-06-01;None UVOŽEN;37 let
WVWZZZ3BZWP095376;VOLKSWAGEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1997-09-01;None UVOŽEN;64 let
WVWZZZ1JZYW541092;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-06-01;None UVOŽEN;1 let
WVWZZZ3BZXE455766;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-04-01;None UVOŽEN;
KMHVD31NPXU425451;HYUNDAI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-03-01;None UVOŽEN;74 let
WDB2020281F000049;MERCEDES-BENZ None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1995-09-01;None UVOŽEN;42 let
WVWZZZ31ZME159566;UNIS None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1991-02-01;None UVOŽEN;62 let
VF1B4070514311447;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-02-01;None UVOŽEN;54 let
VF1B56CK514000073;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-07-01;None UVOŽEN;1 let
KMHVA31NPXU396382;HYUNDAI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-03-01;None UVOŽEN;
ZAR905A2005324474;ALFA ROMEO None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1987-07-01;None UVOŽEN;46 let
ZCFC3580005036948;IVECO None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1994-07-01;None UVOŽEN;59 let
WVWZZZ1HZSW101394;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1994-10-01;None UVOŽEN;50 let
WVWZZZ3BZXE049073;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-09-01;None UVOŽEN;43 let
WVWZZZ3BZWE327141;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-04-01;None UVOŽEN;41 let
WVWZZZ3BZYE272888;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF3232V4215520241;PEUGEOT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-05-01;None UVOŽEN;
VF1C066M521353136;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-11-01;None UVOŽEN;25 let
4C3AU42Y5SE137950;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF3233J4215616407;PEUGEOT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-02-01;None UVOŽEN;1 let
WJMM1VSJ00C000273;IVECO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-08-01;None UVOŽEN;-1 let
W0L000073V4307926;OPEL None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-05-01;None UVOŽEN;41 let
WF0AXXGCAASK42242;FORD-D None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-05-01;None UVOŽEN;31 let
WMAT463247M277008;M.A.N. None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-07-01;None UVOŽEN;
ZY2Z0A50000002332;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF1B5380512093623;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-06-01;None UVOŽEN;
VF7233K4215536357;CITROEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-12-01;None UVOŽEN;
VSSZZZ6KZZR611484;SEAT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1994-10-01;None UVOŽEN;34 let
VF1557K0F17976127;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-04-01;None UVOŽEN;
WAUZZZ4AZPN008824;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-03-01;None UVOŽEN;35 let
VF7232V5215403146;CITROEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-07-01;None UVOŽEN;54 let
W0L000089L5233051;OPEL None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1996-02-01;None UVOŽEN;52 let
WAUZZZ89ZJA213570;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ1HZPW661903;VOLKSWAGEN None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1993-06-01;None UVOŽEN;21 let
VBKDUL405VM718417;KTM None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-03-01;None UVOŽEN;-1 let
VF1C0660516567752;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-07-01;None UVOŽEN;25 let
WVWZZZ1JZYW561626;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ3BZYE270328;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WV2ZZZ70ZRH078563;VOLKSWAGEN TRANSPORTER 2.4 D;None;3;None;None;None;/ kW;/ ccm;ni podatka;1994-06-01;1994-06-03 UVOŽEN;Fizična oseba 37 let
WVWZZZ3BZYE469967;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-09-01;None UVOŽEN;1 let
VX1128A0000992994;ZASTAVA None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1989-03-01;None UVOŽEN;35 let
WAUZZZ8DZSA137161;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-07-01;None UVOŽEN;1 let
VF1BA0E0514854957;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-07-01;None UVOŽEN;
VF7MFDJYF65154203;CITROEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-05-01;None UVOŽEN;
WVWZZZ1JZYD038132;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-06-01;None UVOŽEN;27 let
WBABE510X0EK44597;BMW None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1992-06-01;None UVOŽEN;35 let
VF1357K0F16376752;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-08-01;None UVOŽEN;34 let
VF1B57B0510781623;RENAULT None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1993-12-01;None UVOŽEN;24 let
WBAGE21000DJ44356;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VSSZZZ1LZZD299431;SEAT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1994-06-01;None UVOŽEN;55 let
WVWZZZ1JZXW050887;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-08-01;None UVOŽEN;
ZD4P8C000WS000776;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WAUZZZ8DZTA265707;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-06-01;None UVOŽEN;
WB0P11SPA00204864;BOECKMANN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-07-01;None UVOŽEN;1 let
VF1BA0F0G17061895;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-11-01;None UVOŽEN;44 let
ZCFA80F0002224712;IVECO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-08-01;None UVOŽEN;
WVWZZZ19ZJW302632;VOLKSWAGEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1988-04-01;None UVOŽEN;29 let
WAUZZZ4BZXN137697;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-07-01;None UVOŽEN;
WVWZZZ19ZJW012684;UNIS None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1987-09-01;None UVOŽEN;36 let
WVWZZZ1JZYW396540;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-11-01;None UVOŽEN;31 let
WVWZZZ1JZXD127275;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-09-01;None UVOŽEN;49 let
WVW2221H2RD01102719;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF1B5600514370780;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1996-04-01;None UVOŽEN;37 let
105067;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ1GZKW007375;UNIS None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1989-01-01;None UVOŽEN;43 let
WAUZZZ4AZPN016075;AUDI None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1996-10-01;None UVOŽEN;42 let
VF1DA0F0D15159024;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-07-01;None UVOŽEN;28 let
VF7ZADB00060B5789;CITROEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1993-06-01;None UVOŽEN;32 let
VF1F40RK513929669;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-12-01;None UVOŽEN;1 let
WVWZZZ3BZWE290511;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-02-01;None UVOŽEN;
WVWZZZ17ZEW119816;UNIS None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1984-05-01;None UVOŽEN;34 let
WAUZZZ4AZRN019940;AUDI None;None;4;None;None;None;/ kW;/ ccm;ni podatka;1996-11-01;None UVOŽEN;33 let
WBAAM31020JD55447;BMW None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-07-01;None UVOŽEN;1 let
WVWZZZ7MZXV018587;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-10-01;None UVOŽEN;30 let
WAUZZZ4BZYN037030;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-10-01;None UVOŽEN;
VF7232J5215540192;CITROEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-07-01;None UVOŽEN;1 let
WVWZZZ1JZYD612147;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
470577;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF1CB0A0F21456539;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-11-01;None UVOŽEN;31 let
ZFA17600002174803;FIAT None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1996-03-01;None UVOŽEN;30 let
WVWZZZ19ZGW705353;UNIS None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1986-06-01;None UVOŽEN;43 let
VF7232B5215304384;CITROEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-05-01;None UVOŽEN;
W0L000054P2550591;OPEL None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1993-03-01;None UVOŽEN;29 let
WVWZZZ1JZYW294156;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-08-01;None UVOŽEN;37 let
WBABE51060JG22165;BMW None;None;7;None;None;None;/ kW;/ ccm;ni podatka;1993-12-01;None UVOŽEN;5 let
VF111280000460378;IMV None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1990-10-01;None UVOŽEN;29 let
KMHJG21RPVU049525;HYUNDAI None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1998-02-01;None UVOŽEN;25 let
WK0SVKT24T9178264;KOEGEL None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-11-01;None UVOŽEN;1 let
WVWZZZ6NZWY093216;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-05-01;None UVOŽEN;28 let
WVWZZZ1HZPW590929;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-07-01;None UVOŽEN;52 let
901290716;IMT 539;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-03-01;2000-03-08 UVOŽEN;Pravna oseba
WAUZZZ4AZMN066873;AUDI None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-08-01;None UVOŽEN;32 let
WVWZZZ1HZSW281129;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-02-01;None UVOŽEN;1 let
WVWZZZ19ZJW140983;UNIS None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1988-04-01;None UVOŽEN;36 let
ZCFA1DD1002316640;IVECO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-07-01;None UVOŽEN;39 let
WV2ZZZ70ZMH022518;VOLKSWAGEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1991-01-01;None UVOŽEN;
VF1B57B0510332958;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1993-06-01;None UVOŽEN;26 let
WVWZZZ3BZXE361018;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-09-01;None UVOŽEN;47 let
VF1112800D0804135;RENAULT None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1985-09-01;None UVOŽEN;29 let
ZAR16700000104639;ALFA ROMEO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1994-09-01;None UVOŽEN;
WAUZZZ8DZYA176030;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WDB2020181F946421;MERCEDES-BENZ None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-02-01;None UVOŽEN;1 let
VF7MFDJYF65106075;CITROEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-10-01;None UVOŽEN;
JS1AM121200100090;SUZUKI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-09-01;None UVOŽEN;-1 let
WDB6555901K095191;MERCEDES-BENZ None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-02-01;None UVOŽEN;28 let
462723;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VSSZZZ6KZZR588856;SEAT None;None;4;None;None;None;/ kW;/ ccm;ni podatka;1994-10-01;None UVOŽEN;48 let
WVWZZZ1HZTW150464;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-11-01;None UVOŽEN;
WK0SVKT249889192;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
YV2A4B3A5WA278023;VOLVO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-03-01;None UVOŽEN;39 let
JDAG100S000686721;DAIHATSU None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1990-10-01;None UVOŽEN;41 let
WVWZZZ19ZJW099182;UNIS None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1989-03-01;None UVOŽEN;40 let
ZAPM0700000006150;GILERA None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-05-01;None UVOŽEN;18 let
WVWZZZ17ZDW259843;UNIS None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1983-04-01;None UVOŽEN;60 let
WBADD11080BN12083;BMW None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-12-01;None UVOŽEN;
462174;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VSSZZZ6KZTR065815;SEAT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-04-01;None UVOŽEN;1 let
WBADD51010BP01617;BMW None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-02-01;None UVOŽEN;32 let
VF8J636150R422445;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1994-11-01;None UVOŽEN;
WBADE61010BU83312;BMW None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-03-01;None UVOŽEN;1 let
